#
0,0.100
1,0.19
2,0.20
3,0.20
4,0.21
5,0.33
6,0.36
7,0.37
8,0.41
9,0.42
10,0.45
11,0.48
12,0.53
13,0.54
14,0.54
15,0.55
16,0.63
17,0.66
18,0.67
19,0.68
20,0.74
21,0.75
22,0.75
23,0.79
24,0.85
25,0.89
26,0.90
27,0.91
28,0.100
29,0.101
30,0.102
31,0.106
32,0.110
33,0.111
34,0.115
35,0.123
36,0.124
37,0.128
38,0.129
39,0.137
40,0.138
41,0.143
42,0.144
43,0.155
44,0.156
45,0.158
46,0.159
47,0.167
48,0.172
49,0.174
50,0.180
51,0.185
52,0.190
53,0.195
54,0.200
55,1.210
56,1.212
57,1.214
58,1.216
59,1.218
60,1.220
61,1.223
62,1.226
63,1.229
64,1.232
65,1.235
66,1.238
67,1.241
68,1.244
69,1.247
70,2.250
71,2.258
72,2.266
73,2.274
74,2.282
75,2.290
76,2.298
77,2.306
78,2.314
79,2.322
80,2.330
81,2.339
82,2.348
83,2.357
84,2.366
85,2.375
86,2.384
87,2.393
88,2.402
89,2.411
90,3.420
91,3.423
92,3.426
93,3.429
94,3.432
95,3.435
96,3.438
97,3.441
98,3.444
99,3.447
100,3.450
101,3.453
102,3.456
103,3.459
104,3.462
105,3.465
106,3.468
107,3.471
108,3.474
109,3.477
110,4.480
111,4.480
112,4.480
113,4.480
114,4.480
115,0.220
116,0.224
117,0.228
118,0.232
119,0.236
120,0.240
121,0.244
122,0.248
123,0.252
124,0.256
125,0.260
126,0.268
127,0.276
128,0.284
129,0.292
130,0.300
131,0.313
132,0.326
133,0.340
134,0.353
135,0.366
136,0.380
137,0.393
138,0.406
139,0.420
140,0.433
141,0.446
142,0.460
143,0.473
144,0.486
145,0.500
146,0.513
147,0.526
148,0.540
149,0.560
150,0.580
151,0.588
152,0.596
153,0.604
154,0.612
155,0.620
156,0.628
157,0.636
158,0.644
159,0.652
160,1.660
161,1.664
162,1.668
163,1.672
164,1.676
165,1.680
166,1.684
167,1.688
168,1.692
169,1.696
170,1.700
171,1.704
172,1.708
173,1.712
174,1.716
175,1.720
176,1.724
177,1.728
178,1.732
179,1.736
180,2.740
181,2.744
182,2.748
183,2.752
184,2.756
185,2.760
186,2.764
187,2.768
188,2.772
189,2.776
190,2.780
191,2.785
192,2.790
193,2.795
194,2.800
195,2.805
196,2.810
197,2.815
198,2.820
199,2.825
200,2.830
201,2.835
202,2.840
203,2.845
204,2.850
205,2.855
206,2.860
207,2.865
208,2.870
209,2.875
210,3.880
211,3.882
212,3.884
213,3.886
214,3.888
215,3.890
216,3.892
217,3.894
218,3.896
219,3.898
220,3.900
221,3.903
222,3.906
223,3.909
224,3.912
225,3.915
226,3.918
227,3.921
228,3.924
229,3.927
230,3.930
231,3.933
232,3.936
233,3.939
234,3.942
235,3.945
236,3.948
237,3.951
238,3.954
239,3.957
240,3.960
241,3.964
242,3.968
243,3.972
244,3.976
245,3.980
246,3.984
247,3.988
248,3.992
249,3.996
250,4.1000
251,4.1000
252,4.1000
253,4.1000
254,4.1000
255,0.630
256,0.635
257,0.640
258,0.645
259,0.650
260,0.655
261,0.660
262,0.665
263,0.670
264,0.675
265,0.680
266,0.690
267,0.700
268,0.710
269,0.720
270,0.730
271,0.746
272,0.763
273,0.780
274,0.796
275,0.813
276,0.830
277,0.846
278,0.863
279,0.880
280,0.896
281,0.913
282,0.930
283,0.946
284,0.963
285,0.980
286,0.996
287,0.1013
288,0.1030
289,0.1055
290,0.1080
291,0.1086
292,0.1092
293,0.1098
294,0.1104
295,0.1110
296,0.1116
297,0.1122
298,0.1128
299,0.1134
300,1.1140
301,1.1143
302,1.1146
303,1.1149
304,1.1152
305,1.1155
306,1.1158
307,1.1161
308,1.1164
309,1.1167
310,1.1170
311,1.1173
312,1.1176
313,1.1179
314,1.1182
315,1.1185
316,1.1188
317,1.1191
318,1.1194
319,1.1197
320,2.1200
321,2.1205
322,2.1210
323,2.1215
324,2.1220
325,2.1225
326,2.1230
327,2.1235
328,2.1240
329,2.1245
330,2.1250
331,2.1255
332,2.1260
333,2.1265
334,2.1270
335,2.1275
336,2.1280
337,2.1285
338,2.1290
339,2.1295
340,2.1300
341,2.1305
342,2.1310
343,2.1315
344,2.1320
345,2.1325
346,2.1330
347,2.1335
348,2.1340
349,2.1345
350,3.1350
351,3.1355
352,3.1360
353,3.1365
354,3.1370
355,3.1375
356,3.1380
357,3.1385
358,3.1390
359,3.1395
360,3.1400
361,3.1405
362,3.1410
363,3.1415
364,3.1420
365,3.1425
366,3.1430
367,3.1435
368,3.1440
369,3.1445
370,3.1450
371,3.1455
372,3.1460
373,3.1465
374,3.1470
375,3.1475
376,3.1480
377,3.1485
378,3.1490
379,3.1495
380,4.1500
381,0.1150
382,0.1155
383,0.1160
384,0.1165
385,0.1170
386,0.1175
387,0.1180
388,0.1185
389,0.1190
390,0.1195
391,0.1200
392,0.1205
393,0.1210
394,0.1215
395,0.1220
396,0.1234
397,0.1248
398,0.1262
399,0.1276
400,0.1290
401,0.1313
402,0.1336
403,0.1360
404,0.1383
405,0.1406
406,0.1430
407,0.1453
408,0.1476
409,0.1500
410,0.1523
411,0.1546
412,0.1570
413,0.1593
414,0.1616
415,0.1640
416,0.1663
417,0.1686
418,0.1710
419,0.1715
420,0.1720
421,0.1726
422,0.1732
423,0.1738
424,0.1744
425,0.1750
426,0.1756
427,0.1762
428,0.1768
429,0.1774
430,0.1780
431,0.1792
432,0.1804
433,0.1816
434,0.1828
435,0.1840
436,0.1852
437,0.1864
438,0.1876
439,0.1888
440,1.1900
441,1.1915
442,1.1930
443,1.1945
444,1.1960
445,1.1975
446,1.1990
447,1.2005
448,1.2020
449,1.2035
450,2.2050
451,2.2075
452,2.2100
453,2.2125
454,2.2150
455,2.2175
456,2.2200
457,2.2225
458,2.2250
459,2.2275
460,2.2300
461,2.2325
462,2.2350
463,2.2375
464,2.2400
465,2.2425
466,2.2450
467,2.2475
468,2.2500
469,2.2525
470,2.2550
471,2.2575
472,2.2600
473,2.2625
474,2.2650
475,2.2675
476,2.2700
477,2.2725
478,2.2750
479,2.2775
480,3.2800
481,3.3856
482,3.2852
483,3.2878
484,3.2904
485,3.2930
486,3.2956
487,3.2982
488,3.3008
489,3.3034
490,3.3060
491,3.3087
492,3.3114
493,3.3141
494,3.3168
495,3.3195
496,3.3222
497,3.3249
498,3.3276
499,3.3303
500,3.3330
501,3.3357
502,3.3384
503,3.3411
504,3.3438
505,3.3465
506,3.3492
507,3.3519
508,3.3546
509,3.3573
510,4.3600
511,4.4672
512,4.4220
513,4.5059
514,4.5077
515,4.5095
516,5.5470
517,0.2000
518,0.2100
519,0.2200
520,0.2300
521,0.2350
522,0.2400
523,0.2450
524,0.2500
525,0.2600
526,0.2660
527,0.2720
528,0.2780
529,0.2840
530,0.2900
531,0.2920
532,0.2940
533,0.2960
534,0.2980
535,0.3000
536,0.3020
537,0.3040
538,0.3060
539,0.3080
540,0.3100
541,0.3120
542,0.3140
543,0.3160
544,0.3180
545,0.3200
546,0.3220
547,0.3240
548,0.3260
549,0.3280
550,0.3300
551,0.3320
552,0.3340
553,0.3360
554,0.3380
555,0.3400
556,0.3420
557,0.3440
558,0.3460
559,0.3480
560,0.3500
561,0.3520
562,0.3540
563,0.3560
564,0.3580
565,0.3600
566,0.3620
567,0.3640
568,0.3660
569,0.3680
570,1.3700
571,1.3720
572,1.3740
573,1.3760
574,1.3780
575,1.3800
576,1.3820
577,1.3840
578,1.3860
579,1.3880
580,2.3900
581,2.3940
582,2.3980
583,2.4020
584,2.4060
585,2.4100
586,2.4140
587,2.4180
588,2.4220
589,2.4260
590,2.4300
591,2.4400
592,2.4400
593,2.4400
594,2.4400
595,2.4400
596,2.4400
597,2.4400
598,2.4400
599,2.4400
600,2.4400
601,2.4400
602,2.4400
603,2.4400
604,2.4400
605,2.4400
606,2.4400
607,2.4400
608,2.4400
609,2.4400
610,3.4400
611,3.7480
612,3.4400
613,3.4400
